0.701276874,0.01044151
0.368089867,0.825681444
0.598089071,0.78526271
0.748731882,0.144284802
0.501394046,0.65009046
0.355449837,0.980433788
0.416734718,0.585665855
0.853425179,0.697754661
0.537802316,0.609124176
0.966207134,0.782861241
0.471655072,0.572155861
0.923683958,0.90334892
0.788941968,0.050784074
0.293681545,0.559560409
0.365317237,0.022853704
0.509577,0.598631102
0.845993981,0.149622174
0.890605411,0.161339905
0.760523837,0.196683817
0.034296434,0.047525941
0.634468544,0.51604179
0.79035627,0.270281304
0.471493347,0.963323421
0.396455325,0.800497413
0.143843305,0.52859178
0.417438208,0.575124928
0.886413097,0.147476731
0.895170949,0.537814884
0.738269102,0.221150967
0.887771086,0.539105869
